coachella_sentiment,coachella_yn,name,retweet_count,text,tweet_coord,tweet_created,tweet_id,tweet_location,user_timezone
positive,yes,Ankaman616,1,The #Coachella2015 line up looks a madness though. All of these acts are better than The Beatles... http://t.co/sTXcvDZfxI,,2015-01-06 11:54:06 -0800,552553714956120064,Sat in the pocket.,Amsterdam
positive,yes,LosRakas,1,RT @Lucerofeaa: @LosRakas WOW congratulations!!!!!God bless 🙏#RakaNation #SoyRaka #coachella2015  Super happy for you guys !,,2015-01-06 11:54:04 -0800,552553706395144192,||| PANABAY |||,Pacific Time (US & Canada)
positive,yes,TiramiSue84,0,ANYONE UP TO BE MY SPONSOR BECAUSE #COACHELLA2015,,2015-01-06 11:53:55 -0800,552553669506629632,Germany,Berlin
positive,yes,LosRakas,1,RT @RozB33: Awe sookie! @LosRakas set to perform at this year's #Coachella2015...Congrats chicos! 👏👏,,2015-01-06 11:53:43 -0800,552553621288935424,||| PANABAY |||,Pacific Time (US & Canada)
positive,yes,fujiwark,0,Music festy lineup announcements! #LikeXmasInJanuary #Coachella2015,,2015-01-06 11:53:37 -0800,552553593048281088,esss efff,Pacific Time (US & Canada)
positive,yes,NckWlknsn,1,I repeat... Unreal #Coachella2015 http://t.co/a4VnxJ7oef,,2015-01-06 11:53:10 -0800,552553482730082304,3rd rock from the Sun,Eastern Time (US & Canada)
positive,yes,somevelvetblog,2,Woo-hoo! We’re going to #Coachella2015 to see AC/DC!!!! http://t.co/WUWrReJuAg,,2015-01-06 11:52:51 -0800,552553401419325440,Philadelphia,Central Time (US & Canada)
positive,yes,collegelmao,0,"coachella 2015 line up!!
http://t.co/2Fxq5v7fZ9
#Coachella #Coachella2015 #usa #music #festival",,2015-01-06 11:52:39 -0800,552553352241090560,,
positive,yes,chascas11,1,"RT @FunnyNbaGuy: In case you are into music and stuff like that.
#Coachella2015 http://t.co/Oxy74eE5ot",,2015-01-06 11:52:27 -0800,552553299267043328,Santiago,Santiago
positive,yes,breebby_345,1,RT @taraanalisee: “@theglasshouse: In case you missed it: #coachella #lineup #coachella2015 #desert http://t.co/d7n0iAh26Q” @valleriesimpso…,,2015-01-06 11:52:19 -0800,552553266010390528,,
positive,yes,iamjustine,0,jk I'm hyped on some others too #coachella2015,"[35.7148672, 139.73305421]",2015-01-06 11:52:14 -0800,552553244417736704,tokyo.└A. airplanes.,Pacific Time (US & Canada)
positive,yes,jaclynsalem,0,"IT'S TOO GOOD. SANTA, COME BACK. #Coachella2015 http://t.co/pWWKWGwTbU",,2015-01-06 11:52:09 -0800,552553226357444608,"Brooklyn, New York",Central Time (US & Canada)
positive,yes,MollyJQuirk,0,Congrats @AZEALIABANKS 😍 #coachella #Coachella2015 http://t.co/cfghphrt74,"[33.68271302, -117.87545247]",2015-01-06 11:51:46 -0800,552553127711240192,"Orange County, CA",
positive,yes,laurengalippo,0,Celebrating my 24th birthday weekend late just for this (weekend) of music @coachella #coachella2015 #coachellalineup http://t.co/Gm85lKq6Kj,,2015-01-06 11:51:43 -0800,552553117066489856,"New York, New York",Mountain Time (US & Canada)
positive,yes,KatyRogers,0,To go or not to go...FOMO reaching critical high!! @robbiewain @hermsleung @weinsworld001 @vita_gray #Coachella2015 http://t.co/pa6UldFmMj,,2015-01-06 11:51:07 -0800,552552963722706944,"San Francisco, California",Hawaii
positive,yes,abbiehollebone,1,"If there's one thing to brighten up a bleak Tuesday in January, it's this...countdown to #Coachella2015 is ON. http://t.co/dUpQUGvoqM",,2015-01-06 11:49:48 -0800,552552634369212416,Essex / London ,London
positive,yes,RobertRuggiero,0,I am extreamly excited about the Drive Like Jehu reunion!!! #Coachella2015 http://t.co/ywvBG9GfUj,,2015-01-06 11:49:38 -0800,552552591528566784,Chicago,Eastern Time (US & Canada)
positive,yes,Coronation_93,0,"#LRT The MAN Drake will walk in that b*tch like ""N*GGA WE MADE IT!"" #Coachella2015",,2015-01-06 11:49:36 -0800,552552583219675136,"Middletown, PA; Penn State ",Central Time (US & Canada)
positive,yes,NOSIRE,0,"WAIT. RIDE, LIKE  SHOEGAZE ""RIDE"" GON' BE AT #Coachella #Coachella2015 ??",,2015-01-06 11:49:17 -0800,552552502923919360,Philadelphia/Delaware,Eastern Time (US & Canada)
positive,yes,GabrielitoDon,0,@ChiefKeef go to #Coachella2015 bring the GLO boyzz doe,,2015-01-06 11:49:13 -0800,552552487505657856,Soccer field ,Pacific Time (US & Canada)
positive,yes,jennramiirezz,0,So pumped for #Coachella2015😍🎉,,2015-01-06 11:49:00 -0800,552552434086969344,SoCal,
positive,yes,HayleyBains,0,COACHELLA line up is amazing! So excited 😁 #Coachella2015,,2015-01-06 11:48:50 -0800,552552392626302976,London,Amsterdam
positive,yes,mimi3000,0,STEELY DAN YO! #PEG #REELINGINTHE YEARS #FM #HEYNINETEEN @coachella #Coachella2015,,2015-01-06 11:48:49 -0800,552552387681218560,Where u should be... HNL♡♥ヅ ,Hawaii
positive,yes,dankaholic_1,0,I'm to excited!! Already got my campground weekend pass!! #Coachella2015 who's going?! http://t.co/U36tp2yDtJ,,2015-01-06 11:48:36 -0800,552552330609324032,North Long Beach,
positive,yes,ana_ees,0,"Already saw drake in concert but like im TOOOOO excited.....again.. 🙈 
#Coachella2015","[31.8856589, -106.4200008]",2015-01-06 11:48:35 -0800,552552325794263040,Texas,America/Boise
positive,yes,k_phammm,0,"@OliverHeldens is on my priority list for coachella! don't care how fucked up I am, I'm going to see you!! 🌞🎉🍻 #coachella #coachella2015",,2015-01-06 11:48:00 -0800,552552180826525696,,
positive,yes,ThatGirlK45,0,I wanna go Coachella 😭😤😭😭 #Coachella2015,,2015-01-06 11:47:56 -0800,552552164770725888,,Amsterdam
positive,yes,ame_less,0,The song I am most excited to see live @coachella is this: https://t.co/3V3ezS07hn @toddterjeolsen #inspectornorse #coachella2015,,2015-01-06 11:47:50 -0800,552552137423876096,"Los Angeles, CA ",Pacific Time (US & Canada)
positive,yes,ViajantesTuit,0,#Coachella2015 is back bitches! See you there! Let's go! via @coachella http://t.co/ONoT2eRbIW,,2015-01-06 11:47:47 -0800,552552124568309760,,Amsterdam
positive,yes,F3raz,0,One day i will attend Coachella! #Coachella2015 #thatlineup😮,,2015-01-06 11:47:31 -0800,552552059908939776,,Atlantic Time (Canada)
positive,yes,Lucerofeaa,1,@LosRakas WOW congratulations!!!!!God bless 🙏#RakaNation #SoyRaka #coachella2015  Super happy for you guys !,,2015-01-06 11:47:01 -0800,552551933635219456,,
positive,yes,CamilleGabbi,0,Yeah!! #Coachella2015 #coachellalineup #ACDC @annabignon @McCoriJr @HenriHenricharp http://t.co/Wd3KfsEy2z,,2015-01-06 11:47:00 -0800,552551928035803136,,
positive,yes,ailereve,0,Take us to #Coachella2015,,2015-01-06 11:46:55 -0800,552551907068510208,Maktub ∞,Eastern Time (US & Canada)
positive,yes,ndrrrr,0,My body is ready #Coachella2015 http://t.co/z8fHgxQAD9,,2015-01-06 11:46:53 -0800,552551898415648768,"Moscow, Planet Telex",Moscow
positive,yes,taraanalisee,1,“@theglasshouse: In case you missed it: #coachella #lineup #coachella2015 #desert http://t.co/d7n0iAh26Q” @valleriesimpson @gremmalin,,2015-01-06 11:46:28 -0800,552551793507323904,,
positive,yes,shannonattackk,0,Kinda freaking out about @coachella  like its amazing #Coachella #Coachella2015 #festivals,,2015-01-06 11:46:16 -0800,552551744690212864,"Long Island, New York",Central Time (US & Canada)
positive,yes,cfoxx_90,0,Steely Dan at #Coachella2015 ??? Cool!,,2015-01-06 11:45:44 -0800,552551611785306112,,
positive,yes,AnnaSanz1,1,RT @TrueJosh44: Omg someone take me to #Coachella2015,,2015-01-06 11:45:37 -0800,552551582169305088,               •AG Dance Crew•,Atlantic Time (Canada)
positive,yes,gosam,0,"ICYMI...
Coachella lineup is 🍌🍌🍌.
Tickets on sale tomorrow 3pm EST.
😬🎉😵🎶😜🎡😍

#Coachella2015",,2015-01-06 11:45:17 -0800,552551499013046272,"Sam Francisco, CA",Eastern Time (US & Canada)
positive,yes,helenazelaya,0,"Angus &amp; Julia Stone, Florence &amp; The Machine, Vance Joy!!! 👏👏👏 #Coachella2015",,2015-01-06 11:45:14 -0800,552551484735631360,"Tegucigalpa, Honduras",Central America
positive,yes,RememberDaTitus,0,"Coachella 2015 lineup, can't wait!! 3 months 3 days 21 hours...  #Coachella #Coachella2015 #Indio #CA… http://t.co/ny7GmNPAYb",,2015-01-06 11:45:12 -0800,552551475675951104,The Minne,
positive,yes,Mackietweets,0,"http://t.co/h6pw0xKpba

Sweet #Coachella2015",,2015-01-06 11:45:12 -0800,552551475571077120,Canada,Atlantic Time (Canada)
positive,yes,joelledixson,2,RT @Tay_Gatsby: May have to make my way out to Cali in April #Coachella2015,,2015-01-06 11:45:05 -0800,552551447372759040,,Quito
positive,yes,Emmzhigh,0,Eyyyyyy I need a coachella ticket!!! Anyone with an extra lemme know 😘#Coachella2015,"[34.04494263, -118.26274901]",2015-01-06 11:45:02 -0800,552551436014604288,,Arizona
positive,yes,JesssBeDope,0,"@theweeknd, @AZEALIABANKS, @FKAtwigs , St. Vincent, @SBTRKT , Kieza, @porterrobinson .... I CANT DEAL WITH this rn 😭😭❤️ #Coachella2015",,2015-01-06 11:44:59 -0800,552551423477825536,"Oxnard, CA",Pacific Time (US & Canada)
positive,yes,timmyran,0,Say whaaaa 🙌?!?! #Coachella2015 http://t.co/kULmwWhrjx,,2015-01-06 11:44:59 -0800,552551422953132032,,
positive,yes,DarlingNixxx,1,#Coachella2015 is an insane lineup. I NEED to go 😍😍,,2015-01-06 11:44:35 -0800,552551320012324864,,
positive,yes,Leylaxotillweod,0,“@LL_COOL_LJ: #Coachella2015 Huh? 😈😈😈 This will be #Epic 🙌😬😜✊😎 See you there!” 😭😭😭,,2015-01-06 11:44:19 -0800,552551253151350784,,Amsterdam
positive,yes,saraksells,0,like its AC fucking DC...... legendary #Coachella2015,,2015-01-06 11:44:11 -0800,552551222209970176,931,
positive,yes,cperez_05,1,"Kygo, Oliver Heldens, Porter Robinson, floss, all the edm acts are good #Coachella2015",,2015-01-06 11:44:02 -0800,552551183181955072,cumming ga ,
positive,yes,soopersized,0,The #Coachella2015 lineup was released today and my boyfriend is pumped for Brand New. 😒,,2015-01-06 11:43:57 -0800,552551163061878784,,Pacific Time (US & Canada)
positive,yes,JocelynBartum,0,@coachella 2015? I think yes. #HereWeGo #Coachella2015,,2015-01-06 11:43:50 -0800,552551131268661248, Wreck Em ❤️,
positive,yes,pgunn24,0,"#Coachella2015 Bixel Boys, SBTRKT, Clean Bandit, Alt J, Ingrosso, Deorro, Kygo, RAC, Vic Mensa, DJ Snake, Alesso, Porter....😍",,2015-01-06 11:43:25 -0800,552551027086725120,University of Arizona,Central Time (US & Canada)
positive,yes,AdrienneBaugher,0,Steely Dan is playing #Coachella2015 this is great,,2015-01-06 11:43:22 -0800,552551013887246336,Philadelphia,Atlantic Time (Canada)
positive,yes,octobersown189,0,weeknd x drake.. might have to make this trip #Coachella2015 #TheWeeknd #xo #Drake http://t.co/pEGhsjn8SI,,2015-01-06 11:43:14 -0800,552550981628862464,New Jersey,Eastern Time (US & Canada)
positive,yes,andipetty,0,WHO IS COMING WITH US?? #Coachella2015 http://t.co/8qUY5vE9Oo,,2015-01-06 11:43:04 -0800,552550940780544000,Las Vegas,Pacific Time (US & Canada)
positive,yes,noellen12,0,Caught one glimpse of the #Coachella2015 lineup and got so excited and sad at once,,2015-01-06 11:43:04 -0800,552550938985394176,,Atlantic Time (Canada)
positive,yes,itati_alcantar,0,I want to goo sooooo bad #coachella #Coachella2015,,2015-01-06 11:42:42 -0800,552550847918641152,,
positive,yes,Taylor_DjSwitch,0,Every year when I see the #Coachella line up and realise I'm not going I get emotional. #bucketlist #Coachella2015 http://t.co/RNDEOO4leT,,2015-01-06 11:42:27 -0800,552550784337199104,Dublin,Amsterdam
positive,yes,aliyahlanae_,1,I knew my girls would be with it! 🙌🙌🙌🙌 @FrenecyBarroso @jordanaaliyah_  #Coachella2015,,2015-01-06 11:42:05 -0800,552550690762268672,❥ JAM IG: aliyahlanae ,Mountain Time (US & Canada)
positive,yes,AKA_Alejo,0,Can I afford it? Not really. Do I want to go? Hell yeah! #Coachella2015 http://t.co/G5xHN2Kah1,,2015-01-06 11:41:58 -0800,552550661066592256," Los Angeles, California ",Pacific Time (US & Canada)
positive,yes,gleaaamin,0,#Coachella2015 😁 Can't wait!!! http://t.co/nveBxCKfSg,,2015-01-06 11:41:35 -0800,552550567147757568,"San Diego, CA",Pacific Time (US & Canada)
positive,yes,brasstab,0,I think I'm going to #Coachella2015 I may not have a choice,,2015-01-06 11:41:33 -0800,552550557567942656,,
positive,yes,SimplySteph_23,0,#Coachella2015 line up is making me cry! Coachella 2016 is happening for sure!! 👌☀️👯🎶🍻🇺🇸,,2015-01-06 11:41:20 -0800,552550503755051008,,Amsterdam
positive,yes,VanessaNez,0,@Stromae is going to be at Coachella...I MUST GO! #Coachella2015,,2015-01-06 11:40:54 -0800,552550393209966592,"Topeka, KS",Central Time (US & Canada)
positive,yes,RayOnTheHits,0,"What a lineup! The Dan returns!! #Coachella2015: #AC/DC, #SteelyDan, #Drake among headliners http://t.co/RhJe31TMvE",,2015-01-06 11:40:42 -0800,552550342261346304,"Washington, D.C.",Eastern Time (US & Canada)
positive,yes,TatianaVonMeow,0,Yeahhh Gurl #Coachella2015 http://t.co/8K5Smrno3I,,2015-01-06 11:40:30 -0800,552550291430989824,California is the place to be,Pacific Time (US & Canada)
positive,yes,luceroo_e,0,Drake is headlining on Sunday! #Coachella2015,,2015-01-06 11:40:15 -0800,552550229531435008,,
positive,yes,thegabriellegr,0,"Can someone pay for me a plane ticket to California  then a ticket to #Coachella2015  #festival ,I rly wanna go 😭😭😭😭 (I know I'm so dreamer)",,2015-01-06 11:39:53 -0800,552550137369993216,,Central Time (US & Canada)
positive,yes,JayUrbanLA,1,RT @RonnieSnark: 😭 RT @Raury: Who's responsible... 😂😂😂 #Coachella2015 http://t.co/aPNKb1R4ta,,2015-01-06 11:39:46 -0800,552550108450279424,Los Angeles,Quito
positive,yes,R_bltg,1,“@polyvore: The #Coachella2015 lineup was just revealed! Who are you most excited about? http://t.co/RZMe9uvsB3” Wesh @kimapritmonpain,,2015-01-06 11:39:42 -0800,552550092415467520,,Amsterdam
positive,yes,Bleachmyheart,0,Everytime Coachella comes around... And every time I don't possess the means to get there. It really is quite disheartening. #Coachella2015,,2015-01-06 11:39:33 -0800,552550056264740864,Trapped Inside My Skull,Eastern Time (US & Canada)
positive,yes,hoowitt,0,"What I'd give to go to #Coachella2015 😩 A kidney, take a kidney, I have two!",,2015-01-06 11:39:11 -0800,552549962006134784,#Thatswhatshesaid,London
positive,yes,BecauseImAndrew,0,Can't wait to see @kaskade at #Coachella2015 ....fucking BAE! Take it back for us!!,,2015-01-06 11:39:09 -0800,552549954695495680,909/So. Cal,
positive,yes,fonsi_nieto,0,wow wow wow 😳😳😳 #coachella2015 http://t.co/sxQ701DiJ9,,2015-01-06 11:39:04 -0800,552549933044482048,madrid,Madrid
positive,yes,jennaarmstrongg,0,Turn all the way up we in derrrrr @h_squaredd #coachella2015 http://t.co/BKyk4qO6qa,,2015-01-06 11:38:58 -0800,552549908105134080,,Quito
positive,yes,BlackGuyCarter,0,#Coachella2015 I WILL BE THERE,,2015-01-06 11:38:57 -0800,552549901704241152,,Tijuana
positive,yes,navsingh12,1,Last time I got excited about AC/DC was when their song was almost over and a better one was about to start. #Coachella2015 #nochella,,2015-01-06 11:38:36 -0800,552549815599788032,LA / Chicago / Sactown,Pacific Time (US & Canada)
positive,yes,Cienna_Jadee,0,#Coachella2015 HERE I COME 👏👏👏,,2015-01-06 11:38:20 -0800,552549749275242496,"Bay Area, California ",
positive,yes,Laura_Jessop_x,0,#jackwhite and #alabamashakes - wish I was going to #Coachella2015,,2015-01-06 11:38:19 -0800,552549743046713344,London ,London
positive,yes,RozB33,1,Awe sookie! @LosRakas set to perform at this year's #Coachella2015...Congrats chicos! 👏👏,,2015-01-06 11:38:11 -0800,552549712050810880,Lost in Manhattan,Eastern Time (US & Canada)
positive,yes,juliiiastyle,0,"Ah! Someone send me! #Coachella #Coachella2015 
http://t.co/RBjh31BNUz http://t.co/aQKlc9hSIR”",,2015-01-06 11:38:07 -0800,552549694636044288,,Central Time (US & Canada)
positive,yes,DannySaeteurn,0,#Coachella2015 line up had me shedding tears. I'd get my EDM &amp; Rap fix so good. Ab Soul &amp; The Weeknd tho!!! 😭 http://t.co/emgBvXZ1b2,,2015-01-06 11:37:46 -0800,552549604596920320,,
positive,yes,TDubbz_step,0,Looking at the #Coachella2015 lineup like http://t.co/lpDLId079A,,2015-01-06 11:37:40 -0800,552549579351404544,K C M O,
positive,yes,PastTenseOfHold,0,"Physically in a meeting at work, but mentally I'm at the fields in Indio #Coachella2015",,2015-01-06 11:37:31 -0800,552549540814127104,,Pacific Time (US & Canada)
positive,yes,shannonattackk,0,"Ok so I need to go to this I just dont know what day, the line ups are amazing! http://t.co/q3jbo4kVSn
@coachella #Coachella #Coachella2015",,2015-01-06 11:37:23 -0800,552549507834343424,"Long Island, New York",Central Time (US & Canada)
positive,yes,lginn,0,"Coachella 2015 line up, at first glance http://t.co/RXTcdOFB3D  @coachella @FitzAndTantrums #coachella #Coachella2015",,2015-01-06 11:37:21 -0800,552549498833354752,,Pacific Time (US & Canada)
positive,yes,yogirllmarissa,1,RT @CHamilton_08: Flippin out cuz @kaskade will be at #Coachella2015 😱😭🙌,,2015-01-06 11:37:18 -0800,552549489026670592,"Corona, CA ✌️",
positive,yes,kristenann_h,0,Let the #Coachella2015 #music discovery begin... http://t.co/bn77LfcZxc,,2015-01-06 11:37:14 -0800,552549470102384640,"los angeles, ca",Pacific Time (US & Canada)
positive,yes,QueenBee______,1,RT @__monroe: I'd go. RT @Raury: Who's responsible... 😂😂😂 #Coachella2015 http://t.co/3Lv6Akz8jI,,2015-01-06 11:37:01 -0800,552549416419483648,Chasing my degree.,Alaska
positive,yes,vinnielopez,0,AC/DC head lining #Coachella2015 damn I may need to go!!! #backinblack,,2015-01-06 11:36:50 -0800,552549371917926400,Orange County,Pacific Time (US & Canada)
positive,yes,Paige_LA,0,Gonna dance my ass off to @SaintMotel at #Coachella this year with my biffle @CallMeMishanti!!!!!! @coachella #Coachella2015,,2015-01-06 11:36:47 -0800,552549359574065152,Los Angeles via New Jersey,Pacific Time (US & Canada)
positive,yes,NewRockHammer,0,"Literally, something for everyone and anyone this year #coachella2015 #backinblack #lazaretto @ New… http://t.co/bkWHB23qIF","[36.80887177, -119.7703958]",2015-01-06 11:36:45 -0800,552549348765356032,"iPhone: 35.332920,-119.076851",Pacific Time (US & Canada)
positive,yes,kaloseid0s,0,"""@FreeConcerts: Thoughts on the #Coachella2015 line-up? http://t.co/fWYS6aKF6F"" :') now I'm excited",,2015-01-06 11:36:44 -0800,552549346403962880,,Pacific Time (US & Canada)
positive,yes,RihannaTaylor_,0,Really hope #Coachella2015 is on the cards this year 🙏,,2015-01-06 11:36:38 -0800,552549319698829312,,
positive,yes,elimapple,0,That #Coachella2015 line-up doe 😍,,2015-01-06 11:36:34 -0800,552549302992916480,,
positive,yes,landeroserika,0,The lineup for #Coachella2015 is up! OMG! I wish that I could go! 😭,,2015-01-06 11:36:25 -0800,552549267555237888,,Eastern Time (US & Canada)
positive,yes,__monroe,1,I'd go. RT @Raury: Who's responsible... 😂😂😂 #Coachella2015 http://t.co/3Lv6Akz8jI,,2015-01-06 11:36:20 -0800,552549245228953600,,Eastern Time (US & Canada)
positive,yes,CraigRossRock95,2,"AC/DC at #Coachella2015, Watch their career blow up, much like McCartney thanks to Kanye.",,2015-01-06 11:35:41 -0800,552549080627703808,"Barrie, Ont",Quito
positive,yes,robertosmind,0,"@acdc headlining @coachella is just silly. The wrong environment for them, and they don't match the flow of artists at #Coachella2015.",,2015-01-06 11:34:37 -0800,552548811944759296,Indianapolis,Central Time (US & Canada)
positive,yes,Blamemarco,0,Flight booked! 🔥😂 #Coachella2015 http://t.co/NiXhBhg5fE,,2015-01-06 11:34:36 -0800,552548807553323008,The Showroom Gallery,Quito
positive,yes,mycatplurrs,0,Who wants to take me to #Coachella2015 😍,,2015-01-06 11:34:28 -0800,552548775823417344,Washington DC,
positive,yes,madregusss,1,RT @OhFatima: “@BarrelhouseBKLN: #Coachella2015 http://t.co/6Juq9zFwlT” I need to go!!,,2015-01-06 11:34:27 -0800,552548771356499968,DMV,
positive,yes,Raekwon,175,You see it #Coachella2015,,2015-01-06 11:34:01 -0800,552548661650292736,,Central Time (US & Canada)
positive,yes,meganleewerner,1,“@Raury: Who's responsible... 😂😂😂 #Coachella2015 http://t.co/Bhy4toSRAV” @linziplz,,2015-01-06 11:33:54 -0800,552548634332778496,The Ohio State University,Eastern Time (US & Canada)
positive,yes,adotphotography,0,I'm Hyped. Whatever. Chet Faker would be worth it alone for me. #coachella2015 http://t.co/YYSr1Rwgw2,,2015-01-06 11:33:53 -0800,552548627256979456,"Long Beach, CA",
positive,yes,Raulislife,0,@ericcBADASS_ ayyy so we going to #Coachella2015  or,,2015-01-06 11:33:45 -0800,552548596344963072,,
positive,yes,cashcamtv,0,can't wait for #Coachella2015 https://t.co/7Wybpzeluv,,2015-01-06 11:33:30 -0800,552548530372743168,San Francisco,Tijuana
positive,yes,jessicalevay,0,Also can't believe how high up on the line up @odesza is! So proud. #Coachella2015,,2015-01-06 11:33:21 -0800,552548493651623936,"✨Berkeley, CA. Eugene, OR.✨",Pacific Time (US & Canada)
positive,yes,ailsamcneil,0,The Coachella lineup 😱 oh my goddd...just everyone SOMEONE TAKE ME PLS #Coachella2015,,2015-01-06 11:33:06 -0800,552548429432639488,Manchester/London,London
positive,yes,McKillTRILLNava,0,IMA see @Drake at #Coachella2015 like wtf!!!!!!!,,2015-01-06 11:33:03 -0800,552548419395670016,,
positive,yes,Push_e,1,Btw el line up esta 💯👌 #Coachella2015  🔍 http://t.co/rtAjoYctHB,,2015-01-06 11:32:50 -0800,552548365540806656,"In The Sky, Above the Clouds",Caracas
positive,yes,jjaassiiee,5,RT @Tladyxo: GOING EVEN IF I HAVE TO SELL MY GRANDMA #Coachella2015 http://t.co/yUVtlAmGcU,,2015-01-06 11:32:38 -0800,552548315439828992,,Pacific Time (US & Canada)
positive,yes,RappersRActors,0,I knew it. This year was definitely going to be Aubrey's year in headlining and it's gonna rule. #Coachella2015,,2015-01-06 11:32:06 -0800,552548179699589120,"Not DC or ATL, but close. ",Eastern Time (US & Canada)
positive,yes,justibaer,0,Last day is the best day #Coachella2015,,2015-01-06 11:32:05 -0800,552548176037941248,,
positive,yes,CamilleCannon,0,#Drake at #Coachella2015. That is all.,,2015-01-06 11:31:23 -0800,552547998295924736,,Pacific Time (US & Canada)
positive,yes,sexxystephy,0,#coachella2015 lineup is giving me life right now!!!!! 🙌🙌🙌🙌,"[33.49433361, -111.98680122]",2015-01-06 11:31:11 -0800,552547946974437376,Scottsdale,Pacific Time (US & Canada)
positive,yes,jjaassiiee,0,Artists for #Coachella2015 😍😍😍✨✨ saving up now,,2015-01-06 11:30:48 -0800,552547853395320832,,Pacific Time (US & Canada)
positive,yes,CHamilton_08,1,Flippin out cuz @kaskade will be at #Coachella2015 😱😭🙌,,2015-01-06 11:30:29 -0800,552547770822066176,,Central Time (US & Canada)
positive,yes,brendenfroom,1,RT @livi_ramirez: how da fuck are people saying last years line up was better this  is the best line up since 2012 #Coachella2015 ❤️😍 http:…,,2015-01-06 11:30:24 -0800,552547749615648768,,Arizona
positive,yes,tiffme_,0,Now to book our house/condo for the weekend. #Coachella2015 😊🎶,,2015-01-06 11:30:05 -0800,552547669907107840,,Alaska
positive,yes,baconface_,0,The Weeknd at Coachella on the Saturday... and Drake headlining the Sunday....... WHY DO I LIVE IN SCOTLAND! :( #Coachella2015 #SoUnfair,,2015-01-06 11:29:54 -0800,552547625892069376,Coldstream,Amsterdam
positive,yes,dcfcdunk,0,Hoping for a @tameimpala @Alabama_Shakes @rideox4 #fauxchella this year #Coachella2015 #sanfrancisco #livemusic http://t.co/s3ZqAjNFO1,,2015-01-06 11:29:01 -0800,552547403182923776,San Francisco,
positive,yes,MarkNav1,0,Florence and the Machine is the best live act on the Coachella lineup. Trust me. #Coachella2015,,2015-01-06 11:28:55 -0800,552547377492815872,"London, UK",London
positive,yes,Dreenn,0,Raekwon and Ghostface Killah perform on the first day of #Coachella2015. Thank you festival Gods.,,2015-01-06 11:28:51 -0800,552547359943835648,Ⓢѧη ʄཞǟռ¢ɨֆƈօ ɦįp̰̃Թƴ,Pacific Time (US & Canada)
positive,yes,zizi_dash,0,I hope I get to go to #coachella this yurrrrrrrrrr!! Lol Really though...would like to go :) #ForRul #Coachella2015,,2015-01-06 11:28:09 -0800,552547186052182016,London,London
positive,yes,lexxoctopii,1,"So are we finally all over talking about daft punk playing @coachella? Ok cool, thank you. #finally #coachella2015",,2015-01-06 11:27:59 -0800,552547142087475200,Los Angeles,Pacific Time (US & Canada)
positive,yes,lilmayito,0,Can't Breathe right now!!! 😱🎶⛺️🌴☀️ #Coachella2015 #DRAKE #DavidGuetta #TheWeeknd #soready #hype… http://t.co/IwWfEtKf0O,,2015-01-06 11:27:27 -0800,552547009543290880,"Santa Monica, California ",
positive,yes,OCSELECTHOME,2,"RT @TheLABAntiMall: The #Coachella2015 lineup has been announced &amp; yes, we're currently freaking out (in a good way). http://t.co/NU8mVBW6xJ",,2015-01-06 11:27:18 -0800,552546973572923392,Southern California,Pacific Time (US & Canada)
positive,yes,erinmccane,2,I want to go to #Coachella2015 🌻,,2015-01-06 11:27:15 -0800,552546959433953280,"Queensbury, New York",Eastern Time (US & Canada)
positive,yes,miggwell,0,Everyone is going bat-shit crazy over the #Coachella2015 lineup as if any of us can read past the first line. #FontSizeGameTooWeak,"[40.81508083, -73.80766151]",2015-01-06 11:27:15 -0800,552546958607671296,lost in the thrill of it all,
positive,yes,heiresstoatlas,0,#Coachella2015 lineup looks crazy!! SO many bands &amp; artists we love,,2015-01-06 11:27:12 -0800,552546945005531136,"Los Angeles, CA",
positive,yes,Raulislife,0,"""@PacSun: What we've all been waiting for. 🙌 #Coachella2015 @coachella http://t.co/rafzbtRAD5""Guess Whos Going? 😏 To See Drake",,2015-01-06 11:26:23 -0800,552546742038978560,,
positive,yes,B_Dubb20,0,Well the wait begins week made #Coachella2015 http://t.co/qSyMWdXuT6,,2015-01-06 11:26:18 -0800,552546717804294144,Cali breed,Pacific Time (US & Canada)
positive,yes,Cortez_Frias14,1,RT @AaronMuyChingon: super psyched for #coachella2015 its unbelieveable,,2015-01-06 11:26:12 -0800,552546695956164608,"Cathedral City,California",Arizona
positive,yes,suzykzr,0,@st_vincent I was wishing and hoping and thinking and GRANTED! See you at #Coachella2015,,2015-01-06 11:26:06 -0800,552546669448155136,"Seattle, WA",Pacific Time (US & Canada)
positive,yes,SexyByChoyce,0,🌵☀️🎶 FKA Twigs! So happy to be going on this trip again. #Coachella2015 #Coachella haha. 😎🙌😜😜😜 http://t.co/5m3yuVVn1t,,2015-01-06 11:25:58 -0800,552546635365224448,"Lake Arrowhead, Ca",Eastern Time (US & Canada)
positive,yes,WJBS_94,0,Coachella was fun last year no doubt. I won't be able to attend this year's Coachella. The lineup looks great. #Coachella2015,,2015-01-06 11:25:52 -0800,552546612170723328,,Central Time (US & Canada)
positive,yes,mackynacky,0,Got to love my #Toronto ppl. @Drake and @jackwhite headline #coachella #Coachella2015,,2015-01-06 11:25:39 -0800,552546555216297984,Toronto,Central Time (US & Canada)
